,cd_geocmu,data,ordem_dia,localidade,novos_casos,MM7,variacao_per_MM7_14dias,tendencia_novos_casos
7432,5220405,2020-06-20,38,SÃO SIMÃO,1,4.57,37.5,crescente
7433,5220454,2020-06-20,79,SENADOR CANEDO,-1,"16,00",41.07,crescente
7434,5220504,2020-06-20,27,SERRANÓPOLIS,0,"0,00","0,00",estavel
7435,5220603,2020-06-20,86,SILVÂNIA,0,1.43,"70,00",crescente
7436,5221197,2020-06-20,30,TEREZÓPOLIS DE GOIÁS,0,0.57,"25,00",crescente
7437,5221304,2020-06-20,1,TRÊS RANCHOS,1,,,
7438,5221403,2020-06-20,81,TRINDADE,6,7.14,"60,00",crescente
7439,5221502,2020-06-20,23,TURVÂNIA,2,0.57,"100,00",crescente
7440,5221551,2020-06-20,5,TURVELÂNDIA,0,,,
7441,5221601,2020-06-20,52,URUAÇU,0,"2,00",14.29,estavel
7442,5221700,2020-06-20,22,URUANA,0,1.71,83.33,crescente
7443,5221809,2020-06-20,31,URUTAÍ,0,"0,00","0,00",estavel
7444,5221858,2020-06-20,89,VALPARAÍSO DE GOIÁS,9,18.29,54.69,crescente
7445,5221908,2020-06-20,1,VARJÃO,4,,,
7446,5222005,2020-06-20,75,VIANÓPOLIS,0,0.86,16.67,crescente
7447,5222054,2020-06-20,11,VICENTINÓPOLIS,0,"0,00",,
7448,5222203,2020-06-20,4,VILA BOA,0,,,
7449,5300108,2020-06-20,95,BRASÍLIA,1336,1468.43,37.97,crescente
7450,52,2020-06-21,102,GOIÁS,479,1137.43,72.77,crescente
7451,5200050,2020-06-21,32,ABADIA DE GOIÁS,0,1.14,"75,00",crescente
7452,5200100,2020-06-21,24,ABADIÂNIA,0,1.71,16.67,crescente
7453,5200134,2020-06-21,21,ACREÚNA,0,0.14,"-100,00",decrescente
7454,5200159,2020-06-21,17,ADELÂNDIA,2,0.71,,
7455,5200175,2020-06-21,18,ÁGUA FRIA DE GOIÁS,0,0.29,,
7456,5200258,2020-06-21,86,ÁGUAS LINDAS DE GOIÁS,3,19.71,1.45,estavel
7457,5200308,2020-06-21,46,ALEXÂNIA,0,1.43,"60,00",crescente
7458,5200506,2020-06-21,72,ALOÂNDIA,0,"0,00","0,00",estavel
7459,5200605,2020-06-21,23,ALTO PARAÍSO DE GOIÁS,0,0.43,"0,00",estavel
7460,5200803,2020-06-21,5,ALVORADA DO NORTE,0,,,
7461,5200829,2020-06-21,31,AMARALINA,0,"0,00",-Inf,decrescente
7462,5200852,2020-06-21,4,AMERICANO DO BRASIL,1,,,
7463,5200902,2020-06-21,31,AMORINÓPOLIS,0,"0,00","0,00",estavel
7464,5201108,2020-06-21,98,ANÁPOLIS,10,37.29,88.12,crescente
7465,5201207,2020-06-21,73,ANHANGUERA,0,"0,00","0,00",estavel
7466,5201306,2020-06-21,24,ANICUNS,0,1.43,"20,00",crescente
7467,5201405,2020-06-21,96,APARECIDA DE GOIÂNIA,1,81.57,56.57,crescente
7468,5201454,2020-06-21,29,APARECIDA DO RIO DOCE,-1,1.57,36.36,crescente
7469,5201603,2020-06-21,6,ARAÇU,0,,,
7470,5201702,2020-06-21,42,ARAGARÇAS,0,0.71,"100,00",crescente
7471,5201801,2020-06-21,68,ARAGOIÂNIA,0,0.57,"-50,00",decrescente
7472,5202155,2020-06-21,31,ARAGUAPAZ,0,"0,00",-Inf,decrescente
7473,5202601,2020-06-21,11,AURILÂNDIA,0,0.71,,
7474,5202809,2020-06-21,39,AVELINÓPOLIS,0,"0,00","0,00",estavel
7475,5203203,2020-06-21,60,BARRO ALTO,0,0.86,"50,00",crescente
7476,5203302,2020-06-21,75,BELA VISTA DE GOIÁS,0,1.71,83.33,crescente
7477,5203401,2020-06-21,32,BOM JARDIM DE GOIÁS,0,0.43,"100,00",crescente
7478,5203500,2020-06-21,80,BOM JESUS DE GOIÁS,0,2.57,"100,00",crescente
7479,5203559,2020-06-21,31,BONFINÓPOLIS,0,"0,00",-Inf,decrescente
7480,5203609,2020-06-21,15,BRAZABRANTES,1,0.14,,
7481,5203807,2020-06-21,46,BRITÂNIA,0,0.29,"100,00",crescente
7482,5203906,2020-06-21,7,BURITI ALEGRE,0,1.43,,
7483,5203962,2020-06-21,6,BURITINÓPOLIS,0,,,
7484,5204003,2020-06-21,27,CABECEIRAS,0,"0,00","0,00",estavel
7485,5204102,2020-06-21,22,CACHOEIRA ALTA,0,1.14,12.5,estavel
7486,5204250,2020-06-21,28,CACHOEIRA DOURADA,0,0.29,"50,00",crescente
7487,5204300,2020-06-21,40,CAÇU,1,2.71,-31.58,decrescente
7488,5204409,2020-06-21,24,CAIAPÔNIA,0,"0,00","0,00",estavel
7489,5204508,2020-06-21,74,CALDAS NOVAS,0,1.71,-8.33,estavel
7490,5204557,2020-06-21,13,CALDAZINHA,0,"0,00",,
7491,5204607,2020-06-21,77,CAMPESTRE DE GOIÁS,0,"0,00","0,00",estavel
7492,5204706,2020-06-21,59,CAMPINORTE,0,0.14,"-700,00",decrescente
7493,5204805,2020-06-21,42,CAMPO ALEGRE DE GOIÁS,0,"0,00",-Inf,decrescente
7494,5204854,2020-06-21,18,CAMPO LIMPO DE GOIÁS,0,0.86,,
7495,5204904,2020-06-21,48,CAMPOS BELOS,0,0.86,83.33,crescente
7496,5205000,2020-06-21,66,CARMO DO RIO VERDE,0,0.43,"100,00",crescente
7497,5205059,2020-06-21,20,CASTELÂNDIA,0,0.14,,
7498,5205109,2020-06-21,92,CATALÃO,0,6.71,68.09,crescente
7499,5205208,2020-06-21,46,CATURAÍ,0,0.14,"100,00",crescente
7500,5205307,2020-06-21,21,CAVALCANTE,0,0.43,66.67,crescente
7501,5205406,2020-06-21,66,CERES,3,5.57,97.44,crescente
7502,5205455,2020-06-21,19,CEZARINA,0,"0,00",,
7503,5205471,2020-06-21,39,CHAPADÃO DO CÉU,1,0.43,"100,00",crescente
7504,5205497,2020-06-21,82,CIDADE OCIDENTAL,0,"10,00",64.29,crescente
7505,5205513,2020-06-21,27,COCALZINHO DE GOIÁS,0,0.71,"-40,00",decrescente
7506,5205703,2020-06-21,28,CÓRREGO DO OURO,0,"0,00","0,00",estavel
7507,5205802,2020-06-21,38,CORUMBÁ DE GOIÁS,0,"0,00",-Inf,decrescente
7508,5205901,2020-06-21,45,CORUMBAÍBA,0,1.14,"100,00",crescente
7509,5206206,2020-06-21,46,CRISTALINA,1,2.57,77.78,crescente
7510,5206404,2020-06-21,18,CRIXÁS,0,"0,00",,
7511,5206503,2020-06-21,25,CROMÍNIA,0,0.14,"100,00",crescente
7512,5206602,2020-06-21,20,CUMARI,0,0.29,,
7513,5206800,2020-06-21,19,DAMOLÂNDIA,0,0.57,,
7514,5207352,2020-06-21,6,EDEALINA,-1,,,
7515,5207402,2020-06-21,41,EDÉIA,0,0.14,"-500,00",decrescente
7516,5207501,2020-06-21,14,ESTRELA DO NORTE,0,"0,00",,
7517,5207535,2020-06-21,68,FAINA,0,"0,00","0,00",estavel
7518,5207808,2020-06-21,24,FIRMINÓPOLIS,0,0.14,"100,00",crescente
7519,5207907,2020-06-21,20,FLORES DE GOIÁS,0,"0,00",,
7520,5208004,2020-06-21,70,FORMOSA,0,12.57,67.05,crescente
7521,5208152,2020-06-21,24,GAMELEIRA DE GOIÁS,0,0.14,"100,00",crescente
7522,5208400,2020-06-21,30,GOIANÁPOLIS,0,1.57,90.91,crescente
7523,5208509,2020-06-21,75,GOIANDIRA,0,"0,00","0,00",estavel
7524,5208608,2020-06-21,86,GOIANÉSIA,0,4.14,68.97,crescente
7525,5208707,2020-06-21,102,GOIÂNIA,83,277.86,64.88,crescente
7526,5208806,2020-06-21,69,GOIANIRA,0,0.43,"100,00",crescente
7527,5208905,2020-06-21,11,CIDADE DE GOIÁS,0,0.14,,
7528,5209101,2020-06-21,75,GOIATUBA,-2,5.14,88.89,crescente
7529,5209150,2020-06-21,28,GOUVELÂNDIA,0,0.14,"100,00",crescente
7530,5209200,2020-06-21,75,GUAPÓ,0,0.57,"25,00",crescente
7531,5209291,2020-06-21,14,GUARAÍTA,0,"0,00",,
7532,5209408,2020-06-21,5,GUARANI DE GOIÁS,0,,,
7533,5209705,2020-06-21,43,HIDROLÂNDIA,2,"2,00",35.71,crescente
7534,5209804,2020-06-21,17,HIDROLINA,0,1.14,,
7535,5209903,2020-06-21,7,IACIARA,0,1.43,,
7536,5209937,2020-06-21,13,INACIOLÂNDIA,0,"0,00",,
7537,5209952,2020-06-21,35,INDIARA,0,0.14,"-600,00",decrescente
7538,5210000,2020-06-21,64,INHUMAS,0,11.86,96.39,crescente
7539,5210109,2020-06-21,56,IPAMERI,5,2.43,"100,00",crescente
7540,5210158,2020-06-21,19,IPIRANGA DE GOIÁS,0,"0,00",,
7541,5210208,2020-06-21,46,IPORÁ,0,4.29,96.67,crescente
7542,5210307,2020-06-21,18,ISRAELÂNDIA,0,"0,00",,
7543,5210406,2020-06-21,32,ITABERAÍ,0,1.29,55.56,crescente
7544,5210604,2020-06-21,71,ITAGUARU,0,0.14,"100,00",crescente
7545,5210802,2020-06-21,34,ITAJÁ,0,0.14,"100,00",crescente
7546,5210901,2020-06-21,27,ITAPACI,0,2.29,93.75,crescente
7547,5211008,2020-06-21,12,ITAPIRAPUÃ,0,"0,00",,
7548,5211206,2020-06-21,40,ITAPURANGA,0,"0,00","0,00",estavel
7549,5211404,2020-06-21,24,ITAUÇU,0,"0,00","0,00",estavel
7550,5211503,2020-06-21,84,ITUMBIARA,0,8.14,92.98,crescente
7551,5211602,2020-06-21,40,IVOLÂNDIA,0,"0,00",-Inf,decrescente
7552,5211701,2020-06-21,18,JANDAIA,0,0.14,,
7553,5211800,2020-06-21,58,JARAGUÁ,0,0.29,"50,00",crescente
7554,5211909,2020-06-21,96,JATAÍ,3,13.57,73.68,crescente
7555,5212006,2020-06-21,6,JAUPACI,0,,,
7556,5212055,2020-06-21,55,JESÚPOLIS,0,"0,00","0,00",estavel
7557,5212105,2020-06-21,39,JOVIÂNIA,0,"0,00","0,00",estavel
7558,5212204,2020-06-21,37,JUSSARA,0,0.43,66.67,crescente
7559,5212303,2020-06-21,34,LEOPOLDO DE BULHÕES,0,2.43,64.71,crescente
7560,5212501,2020-06-21,89,LUZIÂNIA,6,34.14,88.28,crescente
7561,5212808,2020-06-21,45,MARA ROSA,0,0.43,"100,00",crescente
7562,5213004,2020-06-21,32,MAURILÂNDIA,0,4.14,41.38,crescente
7563,5213053,2020-06-21,14,MIMOSO DE GOIÁS,0,0.14,,
7564,5213087,2020-06-21,46,MINAÇU,0,0.43,66.67,crescente
7565,5213103,2020-06-21,59,MINEIROS,0,10.57,59.46,crescente
7566,5213509,2020-06-21,24,MONTE ALEGRE DE GOIÁS,0,"0,00",-Inf,decrescente
7567,5213707,2020-06-21,18,MONTES CLAROS DE GOIÁS,0,"0,00",,
7568,5213756,2020-06-21,75,MONTIVIDIU,0,3.86,96.3,crescente
7569,5213772,2020-06-21,5,MONTIVIDIU DO NORTE,0,,,
7570,5213806,2020-06-21,58,MORRINHOS,0,4.57,"75,00",crescente
7571,5213905,2020-06-21,13,MOSSÂMEDES,0,0.14,,
7572,5214002,2020-06-21,15,MOZARLÂNDIA,0,0.14,,
7573,5214051,2020-06-21,5,MUNDO NOVO,0,,,
7574,5214101,2020-06-21,25,MUTUNÓPOLIS,0,"0,00","0,00",estavel
7575,5214408,2020-06-21,7,NAZÁRIO,0,0.43,,
7576,5214507,2020-06-21,71,NERÓPOLIS,0,0.14,"0,00",estavel
7577,5214606,2020-06-21,57,NIQUELÂNDIA,0,"3,00",71.43,crescente
7578,5214705,2020-06-21,32,NOVA AMÉRICA,0,"0,00","0,00",estavel
7579,5214804,2020-06-21,9,NOVA AURORA,0,"0,00",,
7580,5214838,2020-06-21,6,NOVA CRIXÁS,0,,,
7581,5214861,2020-06-21,76,NOVA GLÓRIA,0,0.14,"-800,00",decrescente
7582,5214879,2020-06-21,5,NOVA IGUAÇU DE GOIÁS,0,,,
7583,5215009,2020-06-21,80,NOVA VENEZA,0,0.14,"100,00",crescente
7584,5215207,2020-06-21,12,NOVO BRASIL,0,0.29,,
7585,5215231,2020-06-21,60,NOVO GAMA,0,9.14,7.81,estavel
7586,5215306,2020-06-21,7,ORIZONA,0,0.14,,
7587,5215405,2020-06-21,7,OURO VERDE DE GOIÁS,1,0.43,,
7588,5215504,2020-06-21,3,OUVIDOR,0,,,
7589,5215603,2020-06-21,36,PADRE BERNARDO,0,2.29,18.75,crescente
7590,5215702,2020-06-21,42,PALMEIRAS DE GOIÁS,0,2.29,81.25,crescente
7591,5215900,2020-06-21,45,PALMINÓPOLIS,0,"0,00","0,00",estavel
7592,5216007,2020-06-21,4,PANAMÁ,0,,,
7593,5216304,2020-06-21,81,PARANAIGUARA,0,0.14,"-200,00",decrescente
7594,5216403,2020-06-21,70,PARAÚNA,0,0.57,"0,00",estavel
7595,5216452,2020-06-21,4,PEROLÂNDIA,0,,,
7596,5216809,2020-06-21,3,PETROLINA DE GOIÁS,0,,,
7597,5217104,2020-06-21,46,PIRACANJUBA,0,0.71,"-40,00",decrescente
7598,5217203,2020-06-21,31,PIRANHAS,0,0.14,"100,00",crescente
7599,5217302,2020-06-21,34,PIRENÓPOLIS,0,"0,00","0,00",estavel
7600,5217401,2020-06-21,75,PIRES DO RIO,0,2.29,37.5,crescente
7601,5217609,2020-06-21,63,PLANALTINA,0,11.57,8.64,estavel
7602,5217708,2020-06-21,3,PONTALINA,0,,,
7603,5218003,2020-06-21,42,PORANGATU,0,1.14,-37.5,decrescente
7604,5218052,2020-06-21,3,PORTEIRÃO,0,,,
7605,5218102,2020-06-21,34,PORTELÂNDIA,0,0.71,"80,00",crescente
7606,5218300,2020-06-21,24,POSSE,0,"2,00","100,00",crescente
7607,5218391,2020-06-21,73,PROFESSOR JAMIL,0,0.14,"100,00",crescente
7608,5218508,2020-06-21,40,QUIRINÓPOLIS,0,7.14,"94,00",crescente
7609,5218607,2020-06-21,72,RIALMA,0,0.57,"50,00",crescente
7610,5218706,2020-06-21,33,RIANÁPOLIS,0,"0,00","0,00",estavel
7611,5218805,2020-06-21,102,RIO VERDE,348,402.29,94.99,crescente
7612,5218904,2020-06-21,24,RUBIATABA,0,1.86,15.38,crescente
7613,5219258,2020-06-21,52,SANTA FÉ DE GOIÁS,0,0.14,"100,00",crescente
7614,5219308,2020-06-21,53,SANTA HELENA DE GOIÁS,1,8.14,42.11,crescente
7615,5219357,2020-06-21,13,SANTA ISABEL,0,0.43,,
7616,5219407,2020-06-21,35,SANTA RITA DO ARAGUAIA,0,0.29,"100,00",crescente
7617,5219456,2020-06-21,4,SANTA RITA DO NOVO DESTINO,0,,,
7618,5219506,2020-06-21,21,SANTA ROSA DE GOIÁS,0,"0,00",-Inf,decrescente
7619,5219605,2020-06-21,5,SANTA TEREZA DE GOIÁS,0,,,
7620,5219704,2020-06-21,23,SANTA TEREZINHA DE GOIÁS,0,"0,00","0,00",estavel
7621,5219712,2020-06-21,14,SANTO ANTÔNIO DA BARRA,0,"0,00",,
7622,5219738,2020-06-21,42,SANTO ANTÔNIO DE GOIÁS,0,2.57,94.44,crescente
7623,5219753,2020-06-21,68,SANTO ANTÔNIO DO DESCOBERTO,1,7.29,-147.06,decrescente
7624,5219902,2020-06-21,7,SÃO FRANCISCO DE GOIÁS,0,0.57,,
7625,5220009,2020-06-21,28,SÃO JOÃO D'ALIANÇA,0,1.43,"40,00",crescente
7626,5220108,2020-06-21,80,SÃO LUÍS DE MONTES BELOS,2,1.71,66.67,crescente
7627,5220157,2020-06-21,7,SÃO LUIZ DO NORTE,0,0.14,,
7628,5220207,2020-06-21,24,SÃO MIGUEL DO ARAGUAIA,0,0.57,"100,00",crescente
7629,5220405,2020-06-21,39,SÃO SIMÃO,0,4.57,37.5,crescente
7630,5220454,2020-06-21,80,SENADOR CANEDO,0,"16,00",41.07,crescente
7631,5220504,2020-06-21,28,SERRANÓPOLIS,0,"0,00","0,00",estavel
7632,5220603,2020-06-21,87,SILVÂNIA,0,1.43,"70,00",crescente
7633,5221197,2020-06-21,31,TEREZÓPOLIS DE GOIÁS,1,0.71,"40,00",crescente
7634,5221304,2020-06-21,2,TRÊS RANCHOS,0,,,
7635,5221403,2020-06-21,82,TRINDADE,0,6.86,54.17,crescente
7636,5221502,2020-06-21,24,TURVÂNIA,0,0.57,"100,00",crescente
7637,5221551,2020-06-21,6,TURVELÂNDIA,0,,,
7638,5221601,2020-06-21,53,URUAÇU,0,"2,00",14.29,estavel
7639,5221700,2020-06-21,23,URUANA,0,1.71,83.33,crescente
7640,5221809,2020-06-21,32,URUTAÍ,0,"0,00","0,00",estavel
7641,5221858,2020-06-21,90,VALPARAÍSO DE GOIÁS,5,18.71,55.73,crescente
7642,5221908,2020-06-21,2,VARJÃO,0,,,
7643,5222005,2020-06-21,76,VIANÓPOLIS,1,"1,00",28.57,crescente
7644,5222054,2020-06-21,12,VICENTINÓPOLIS,0,"0,00",,
7645,5222203,2020-06-21,5,VILA BOA,0,,,
7646,5300108,2020-06-21,96,BRASÍLIA,989,1479.43,33.92,crescente
7647,52,2020-06-22,103,GOIÁS,1170,941.86,66.25,crescente
7648,5200050,2020-06-22,33,ABADIA DE GOIÁS,5,1.29,66.67,crescente
7649,5200100,2020-06-22,25,ABADIÂNIA,3,1.86,23.08,crescente
7650,5200134,2020-06-22,22,ACREÚNA,0,0.14,"100,00",crescente
7651,5200159,2020-06-22,18,ADELÂNDIA,1,0.86,,
7652,5200175,2020-06-22,19,ÁGUA FRIA DE GOIÁS,0,0.29,,
7653,5200258,2020-06-22,87,ÁGUAS LINDAS DE GOIÁS,15,18.14,7.87,estavel
7654,5200308,2020-06-22,47,ALEXÂNIA,0,1.43,"90,00",crescente
7655,5200506,2020-06-22,73,ALOÂNDIA,0,"0,00","0,00",estavel
7656,5200605,2020-06-22,24,ALTO PARAÍSO DE GOIÁS,0,0.43,"0,00",estavel
7657,5200803,2020-06-22,6,ALVORADA DO NORTE,0,,,
7658,5200829,2020-06-22,32,AMARALINA,0,"0,00",-Inf,decrescente
7659,5200852,2020-06-22,5,AMERICANO DO BRASIL,0,,,
7660,5200902,2020-06-22,32,AMORINÓPOLIS,0,"0,00","0,00",estavel
7661,5201108,2020-06-22,99,ANÁPOLIS,19,29.71,86.06,crescente
7662,5201207,2020-06-22,74,ANHANGUERA,0,"0,00","0,00",estavel
7663,5201306,2020-06-22,25,ANICUNS,7,1.71,33.33,crescente
7664,5201405,2020-06-22,97,APARECIDA DE GOIÂNIA,181,"83,00",59.38,crescente
7665,5201454,2020-06-22,30,APARECIDA DO RIO DOCE,0,1.43,"30,00",crescente
7666,5201603,2020-06-22,7,ARAÇU,0,0.14,,
7667,5201702,2020-06-22,43,ARAGARÇAS,4,0.86,66.67,crescente
7668,5201801,2020-06-22,69,ARAGOIÂNIA,0,0.57,"-50,00",decrescente
7669,5202155,2020-06-22,32,ARAGUAPAZ,0,"0,00",-Inf,decrescente
7670,5202502,2020-06-22,1,ARUANÃ,1,,,
7671,5202601,2020-06-22,12,AURILÂNDIA,0,0.71,,
7672,5202809,2020-06-22,40,AVELINÓPOLIS,0,"0,00","0,00",estavel
7673,5203203,2020-06-22,61,BARRO ALTO,1,0.14,"-400,00",decrescente
7674,5203302,2020-06-22,76,BELA VISTA DE GOIÁS,2,"2,00",85.71,crescente
7675,5203401,2020-06-22,33,BOM JARDIM DE GOIÁS,0,0.14,"100,00",crescente
7676,5203500,2020-06-22,81,BOM JESUS DE GOIÁS,0,2.29,"100,00",crescente
7677,5203559,2020-06-22,32,BONFINÓPOLIS,1,0.14,"-400,00",decrescente
7678,5203609,2020-06-22,16,BRAZABRANTES,0,0.14,,
7679,5203807,2020-06-22,47,BRITÂNIA,0,0.29,"100,00",crescente
7680,5203906,2020-06-22,8,BURITI ALEGRE,8,2.43,,
7681,5203939,2020-06-22,1,BURITI DE GOIÁS,8,,,
7682,5203962,2020-06-22,7,BURITINÓPOLIS,0,0.14,,
7683,5204003,2020-06-22,28,CABECEIRAS,0,"0,00","0,00",estavel
7684,5204102,2020-06-22,23,CACHOEIRA ALTA,0,1.14,-12.5,estavel
7685,5204250,2020-06-22,29,CACHOEIRA DOURADA,2,0.57,"75,00",crescente
7686,5204300,2020-06-22,41,CAÇU,7,3.14,86.36,crescente
7687,5204409,2020-06-22,25,CAIAPÔNIA,0,"0,00","0,00",estavel
7688,5204508,2020-06-22,75,CALDAS NOVAS,3,1.71,-33.33,decrescente
7689,5204557,2020-06-22,14,CALDAZINHA,0,"0,00",,
7690,5204607,2020-06-22,78,CAMPESTRE DE GOIÁS,1,0.14,"100,00",crescente
7691,5204706,2020-06-22,60,CAMPINORTE,2,0.43,-166.67,decrescente
7692,5204805,2020-06-22,43,CAMPO ALEGRE DE GOIÁS,0,"0,00",-Inf,decrescente
7693,5204854,2020-06-22,19,CAMPO LIMPO DE GOIÁS,1,"1,00",,
7694,5204904,2020-06-22,49,CAMPOS BELOS,1,0.57,"75,00",crescente
7695,5205000,2020-06-22,67,CARMO DO RIO VERDE,2,0.57,"100,00",crescente
7696,5205059,2020-06-22,21,CASTELÂNDIA,0,0.14,"-100,00",decrescente
7697,5205109,2020-06-22,93,CATALÃO,5,4.29,-43.33,decrescente
7698,5205208,2020-06-22,47,CATURAÍ,0,0.14,"100,00",crescente
7699,5205307,2020-06-22,22,CAVALCANTE,0,0.43,"100,00",crescente
7700,5205406,2020-06-22,67,CERES,0,"5,00","100,00",crescente
7701,5205455,2020-06-22,20,CEZARINA,0,"0,00",,
7702,5205471,2020-06-22,40,CHAPADÃO DO CÉU,0,0.14,"100,00",crescente
7703,5205497,2020-06-22,83,CIDADE OCIDENTAL,26,10.71,65.33,crescente
7704,5205513,2020-06-22,28,COCALZINHO DE GOIÁS,1,0.86,-16.67,decrescente
7705,5205703,2020-06-22,29,CÓRREGO DO OURO,0,"0,00","0,00",estavel
7706,5205802,2020-06-22,39,CORUMBÁ DE GOIÁS,0,"0,00",-Inf,decrescente
7707,5205901,2020-06-22,46,CORUMBAÍBA,1,1.29,"100,00",crescente
7708,5206206,2020-06-22,47,CRISTALINA,6,3.14,86.36,crescente
7709,5206404,2020-06-22,19,CRIXÁS,4,0.57,,
7710,5206503,2020-06-22,26,CROMÍNIA,1,0.14,"0,00",estavel
7711,5206602,2020-06-22,21,CUMARI,1,0.43,-133.33,decrescente
7712,5206800,2020-06-22,20,DAMOLÂNDIA,0,0.43,,
7713,5207352,2020-06-22,7,EDEALINA,0,0.29,,
7714,5207402,2020-06-22,42,EDÉIA,1,0.29,"-200,00",decrescente
7715,5207501,2020-06-22,15,ESTRELA DO NORTE,0,"0,00",,
7716,5207535,2020-06-22,69,FAINA,1,0.14,"100,00",crescente
7717,5207808,2020-06-22,25,FIRMINÓPOLIS,0,0.14,"100,00",crescente
7718,5207907,2020-06-22,21,FLORES DE GOIÁS,0,"0,00",-Inf,decrescente
7719,5208004,2020-06-22,71,FORMOSA,17,"13,00",62.64,crescente
7720,5208152,2020-06-22,25,GAMELEIRA DE GOIÁS,1,0.29,"100,00",crescente
7721,5208301,2020-06-22,1,DIVINÓPOLIS DE GOIÁS,1,,,
7722,5208400,2020-06-22,31,GOIANÁPOLIS,1,"1,00",71.43,crescente
7723,5208509,2020-06-22,76,GOIANDIRA,0,"0,00","0,00",estavel
7724,5208608,2020-06-22,87,GOIANÉSIA,7,"4,00",71.43,crescente
7725,5208707,2020-06-22,103,GOIÂNIA,358,276.71,64.12,crescente
7726,5208806,2020-06-22,70,GOIANIRA,1,0.57,"75,00",crescente
7727,5208905,2020-06-22,12,CIDADE DE GOIÁS,2,0.43,,
7728,5209101,2020-06-22,76,GOIATUBA,-3,2.29,81.25,crescente
7729,5209150,2020-06-22,29,GOUVELÂNDIA,0,"0,00","0,00",estavel
7730,5209200,2020-06-22,76,GUAPÓ,1,0.71,"0,00",estavel
7731,5209291,2020-06-22,15,GUARAÍTA,0,"0,00",,
7732,5209408,2020-06-22,6,GUARANI DE GOIÁS,0,,,
7733,5209705,2020-06-22,44,HIDROLÂNDIA,2,2.29,62.5,crescente
7734,5209804,2020-06-22,18,HIDROLINA,0,"0,00",,
7735,5209903,2020-06-22,8,IACIARA,2,1.57,,
7736,5209937,2020-06-22,14,INACIOLÂNDIA,0,"0,00",,
7737,5209952,2020-06-22,36,INDIARA,1,0.29,"-400,00",decrescente
7738,5210000,2020-06-22,65,INHUMAS,4,11.43,96.25,crescente
7739,5210109,2020-06-22,57,IPAMERI,0,1.29,"100,00",crescente
7740,5210158,2020-06-22,20,IPIRANGA DE GOIÁS,0,"0,00",,
7741,5210208,2020-06-22,47,IPORÁ,4,"4,00",96.43,crescente
7742,5210307,2020-06-22,19,ISRAELÂNDIA,0,"0,00",,
7743,5210406,2020-06-22,33,ITABERAÍ,10,2.71,78.95,crescente
7744,5210604,2020-06-22,72,ITAGUARU,0,"0,00","0,00",estavel
7745,5210802,2020-06-22,35,ITAJÁ,0,0.14,"100,00",crescente
7746,5210901,2020-06-22,28,ITAPACI,0,2.29,93.75,crescente
7747,5211008,2020-06-22,13,ITAPIRAPUÃ,2,0.29,,
7748,5211206,2020-06-22,41,ITAPURANGA,0,"0,00","0,00",estavel
7749,5211404,2020-06-22,25,ITAUÇU,0,"0,00","0,00",estavel
7750,5211503,2020-06-22,85,ITUMBIARA,12,9.86,97.1,crescente
7751,5211602,2020-06-22,41,IVOLÂNDIA,0,"0,00",-Inf,decrescente
7752,5211701,2020-06-22,19,JANDAIA,0,0.14,,
7753,5211800,2020-06-22,59,JARAGUÁ,0,"0,00",-Inf,decrescente
7754,5211909,2020-06-22,97,JATAÍ,11,12.71,75.28,crescente
7755,5212006,2020-06-22,7,JAUPACI,0,0.29,,
7756,5212055,2020-06-22,56,JESÚPOLIS,0,"0,00","0,00",estavel
7757,5212105,2020-06-22,40,JOVIÂNIA,0,"0,00","0,00",estavel
7758,5212204,2020-06-22,38,JUSSARA,0,0.14,"0,00",estavel
7759,5212303,2020-06-22,35,LEOPOLDO DE BULHÕES,0,2.43,64.71,crescente
7760,5212501,2020-06-22,90,LUZIÂNIA,2,"24,00",64.88,crescente
7761,5212808,2020-06-22,46,MARA ROSA,0,0.43,"100,00",crescente
7762,5212956,2020-06-22,1,MATRINCHÃ,1,,,
7763,5213004,2020-06-22,33,MAURILÂNDIA,2,2.86,"35,00",crescente
7764,5213053,2020-06-22,15,MIMOSO DE GOIÁS,0,"0,00",,
7765,5213087,2020-06-22,47,MINAÇU,0,0.43,66.67,crescente
7766,5213103,2020-06-22,60,MINEIROS,21,11.86,46.99,crescente
7767,5213509,2020-06-22,25,MONTE ALEGRE DE GOIÁS,0,"0,00","0,00",estavel
7768,5213707,2020-06-22,19,MONTES CLAROS DE GOIÁS,0,"0,00",,
7769,5213756,2020-06-22,76,MONTIVIDIU,2,4.14,93.1,crescente
7770,5213772,2020-06-22,6,MONTIVIDIU DO NORTE,0,,,
7771,5213806,2020-06-22,59,MORRINHOS,6,5.14,77.78,crescente
7772,5213905,2020-06-22,14,MOSSÂMEDES,0,0.14,,
7773,5214002,2020-06-22,16,MOZARLÂNDIA,0,"0,00",,
7774,5214051,2020-06-22,6,MUNDO NOVO,0,,,
7775,5214101,2020-06-22,26,MUTUNÓPOLIS,0,"0,00","0,00",estavel
7776,5214408,2020-06-22,8,NAZÁRIO,1,0.29,,
7777,5214507,2020-06-22,72,NERÓPOLIS,0,0.14,"0,00",estavel
7778,5214606,2020-06-22,58,NIQUELÂNDIA,8,3.43,"75,00",crescente
7779,5214705,2020-06-22,33,NOVA AMÉRICA,0,"0,00","0,00",estavel
7780,5214804,2020-06-22,10,NOVA AURORA,0,"0,00",,
