,cd_geocmu,data,ordem_dia,localidade,novos_casos,MM7,variacao_per_MM7_14dias,tendencia_novos_casos
12663,5205208,2020-07-15,70,CATURAÍ,1,0.29,-200,decrescente
12664,5205307,2020-07-15,45,CAVALCANTE,0,0.43,66.67,crescente
12665,5205406,2020-07-15,90,CERES,9,6.14,-2.33,estavel
12666,5205455,2020-07-15,43,CEZARINA,0,1.43,20,crescente
12667,5205471,2020-07-15,63,CHAPADÃO DO CÉU,1,1.57,18.18,crescente
12668,5205497,2020-07-15,106,CIDADE OCIDENTAL,3,19.43,11.03,estavel
12669,5205513,2020-07-15,51,COCALZINHO DE GOIÁS,7,2.57,100,crescente
12670,5205521,2020-07-15,5,COLINAS DO SUL,0,,,
12671,5205703,2020-07-15,52,CÓRREGO DO OURO,0,0,0,estavel
12672,5205802,2020-07-15,62,CORUMBÁ DE GOIÁS,-1,0.14,-1100,decrescente
12673,5205901,2020-07-15,69,CORUMBAÍBA,0,1.57,81.82,crescente
12674,5206206,2020-07-15,70,CRISTALINA,5,1.57,18.18,crescente
12675,5206305,2020-07-15,17,CRISTIANÓPOLIS,0,0,,
12676,5206404,2020-07-15,42,CRIXÁS,7,2.43,-388.24,decrescente
12677,5206503,2020-07-15,49,CROMÍNIA,0,0.86,100,crescente
12678,5206602,2020-07-15,44,CUMARI,0,0.29,100,crescente
12679,5206800,2020-07-15,43,DAMOLÂNDIA,3,0.86,33.33,crescente
12680,5207105,2020-07-15,8,DIORAMA,0,0.14,,
12681,5207253,2020-07-15,13,DOVERLÂNDIA,12,1.71,,
12682,5207352,2020-07-15,30,EDEALINA,0,0.71,20,crescente
12683,5207402,2020-07-15,65,EDÉIA,0,0.43,100,crescente
12684,5207501,2020-07-15,38,ESTRELA DO NORTE,0,0,0,estavel
12685,5207535,2020-07-15,92,FAINA,5,2.43,82.35,crescente
12686,5207600,2020-07-15,17,FAZENDA NOVA,1,0.14,,
12687,5207808,2020-07-15,48,FIRMINÓPOLIS,-1,3,76.19,crescente
12688,5207907,2020-07-15,44,FLORES DE GOIÁS,0,0.29,50,crescente
12689,5208004,2020-07-15,94,FORMOSA,-4,5.29,-154.05,decrescente
12690,5208103,2020-07-15,3,FORMOSO,0,,,
12691,5208152,2020-07-15,48,GAMELEIRA DE GOIÁS,0,0.14,-100,decrescente
12692,5208301,2020-07-15,24,DIVINÓPOLIS DE GOIÁS,0,0.71,-140,decrescente
12693,5208400,2020-07-15,54,GOIANÁPOLIS,7,1.57,-18.18,decrescente
12694,5208509,2020-07-15,99,GOIANDIRA,5,0.71,100,crescente
12695,5208608,2020-07-15,110,GOIANÉSIA,15,3.86,-255.56,decrescente
12696,5208707,2020-07-15,126,GOIÂNIA,183,128.86,-48.34,decrescente
12697,5208806,2020-07-15,93,GOIANIRA,0,0.14,-300,decrescente
12698,5208905,2020-07-15,35,CIDADE DE GOIÁS,2,0.71,40,crescente
12699,5209101,2020-07-15,99,GOIATUBA,5,4,21.43,crescente
12700,5209150,2020-07-15,52,GOUVELÂNDIA,1,1.29,44.44,crescente
12701,5209200,2020-07-15,99,GUAPÓ,0,1.71,25,crescente
12702,5209291,2020-07-15,38,GUARAÍTA,1,0.57,100,crescente
12703,5209408,2020-07-15,29,GUARANI DE GOIÁS,1,0.43,-266.67,decrescente
12704,5209457,2020-07-15,10,GUARINOS,1,0.14,,
12705,5209606,2020-07-15,13,HEITORAÍ,0,0.14,,
12706,5209705,2020-07-15,67,HIDROLÂNDIA,7,4.71,15.15,crescente
12707,5209804,2020-07-15,41,HIDROLINA,12,1.71,100,crescente
12708,5209903,2020-07-15,31,IACIARA,-6,0.14,-900,decrescente
12709,5209937,2020-07-15,37,INACIOLÂNDIA,3,0.71,100,crescente
12710,5209952,2020-07-15,59,INDIARA,3,0.71,80,crescente
12711,5210000,2020-07-15,88,INHUMAS,25,26.14,51.37,crescente
12712,5210109,2020-07-15,80,IPAMERI,2,2.43,41.18,crescente
12713,5210158,2020-07-15,43,IPIRANGA DE GOIÁS,0,0.14,0,estavel
12714,5210208,2020-07-15,70,IPORÁ,4,4.29,46.67,crescente
12715,5210307,2020-07-15,42,ISRAELÂNDIA,0,0,-Inf,decrescente
12716,5210406,2020-07-15,56,ITABERAÍ,18,10.86,19.74,crescente
12717,5210562,2020-07-15,20,ITAGUARI,1,1.14,,
12718,5210604,2020-07-15,95,ITAGUARU,0,0,-Inf,decrescente
12719,5210802,2020-07-15,58,ITAJÁ,1,0.29,100,crescente
12720,5210901,2020-07-15,51,ITAPACI,2,1,14.29,estavel
12721,5211008,2020-07-15,36,ITAPIRAPUÃ,0,0,-Inf,decrescente
12722,5211206,2020-07-15,64,ITAPURANGA,2,2.29,43.75,crescente
12723,5211305,2020-07-15,21,ITARUMÃ,0,0.29,0,estavel
12724,5211404,2020-07-15,48,ITAUÇU,1,0.43,100,crescente
12725,5211503,2020-07-15,108,ITUMBIARA,24,15,39.05,crescente
12726,5211602,2020-07-15,64,IVOLÂNDIA,0,0,-Inf,decrescente
12727,5211701,2020-07-15,42,JANDAIA,0,0.14,-700,decrescente
12728,5211800,2020-07-15,82,JARAGUÁ,5,1.71,100,crescente
12729,5211909,2020-07-15,120,JATAÍ,47,16.86,47.46,crescente
12730,5212006,2020-07-15,30,JAUPACI,1,0.14,100,crescente
12731,5212055,2020-07-15,79,JESÚPOLIS,3,0.43,100,crescente
12732,5212105,2020-07-15,63,JOVIÂNIA,0,0.43,-66.67,decrescente
12733,5212204,2020-07-15,61,JUSSARA,-1,1,57.14,crescente
12734,5212303,2020-07-15,58,LEOPOLDO DE BULHÕES,1,0.29,-800,decrescente
12735,5212501,2020-07-15,113,LUZIÂNIA,69,34.57,-39.26,decrescente
12736,5212600,2020-07-15,9,MAIRIPOTABA,0,0,,
12737,5212808,2020-07-15,69,MARA ROSA,0,0.14,100,crescente
12738,5212956,2020-07-15,24,MATRINCHÃ,0,0.29,0,estavel
12739,5213004,2020-07-15,56,MAURILÂNDIA,1,0.86,-83.33,decrescente
12740,5213053,2020-07-15,38,MIMOSO DE GOIÁS,0,0.14,-300,decrescente
12741,5213087,2020-07-15,70,MINAÇU,2,1.14,100,crescente
12742,5213103,2020-07-15,83,MINEIROS,14,5.14,-375,decrescente
12743,5213400,2020-07-15,3,MOIPORÁ,0,,,
12744,5213509,2020-07-15,48,MONTE ALEGRE DE GOIÁS,0,0.14,100,crescente
12745,5213707,2020-07-15,42,MONTES CLAROS DE GOIÁS,11,2.57,100,crescente
